wdid,spectype,teff,logg
SDSS J111946.60+060523.5,DA,9204.0,7.084
SDSS J111949.36+092205.9,DA,29587.0,7.126
SDSS J111950.60+061855.8,DA,11393.0,7.81
SDSS J111951.47+591628.7,DA,22615.0,8.123
SDSS J111951.95+410703.0,DA,8531.0,7.376
SDSS J111952.40-110845.0,DA,16046.0,7.64
SDSS J111955.35+621914.1,DA:,7827.0,7.813
SDSS J111955.53+033923.6,DA,17110.0,7.911
SDSS J111959.53-112814.3,DA,8274.0,8.468
SDSS J111959.91+581114.4,DA:,7150.0,7.772
SDSS J111959.92-105056.0,DA,31595.0,7.52
SDSS J112000.57+281119.8,DA,8250.0,8.096
SDSS J112000.75+183844.2,DA,7998.0,7.707
SDSS J112003.44+291544.8,DA,6929.0,7.212
SDSS J112003.74+404139.4,DA,13853.0,8.265
SDSS J112003.84+265959.3,DA,7841.0,7.891
SDSS J112005.02+480919.4,DA,7040.0,7.42
SDSS J112005.48+264359.8,DA,7332.0,7.858
SDSS J112010.94+320619.6,DA,9421.0,7.247
SDSS J112013.24+323845.6,DA,8778.0,7.986
SDSS J112013.64+485231.1,DA,17287.0,7.931
SDSS J112014.62+400422.6,DA,14086.432835606898,8.929032918766639
SDSS J112015.38+620127.7,DA,9175.0,8.073
SDSS J112020.04+091800.0,DA,25336.0,8.171
SDSS J112022.39+635407.6,DA,12733.0,7.58
SDSS J112022.64+340106.5,DA,21753.0,8.135
SDSS J112023.58+104035.5,DA,15783.0,7.787
SDSS J112025.46-120036.3,DA,25087.0,7.89
SDSS J112030.10+453552.2,DA,9385.0,5.763999999999999
SDSS J112030.34-115051.1,DAH,21434.77589480371,9.014428908985488
SDSS J112032.89+063904.2,DA,13840.0,7.023
SDSS J112032.97+012019.6,DA,8230.0,7.825
SDSS J112037.53+323424.4,DA,15648.0,8.041
SDSS J112037.96+385929.9,DA,8167.0,7.783
SDSS J112038.11-004413.6,DAH:,8379.0,8.04
SDSS J112042.15+490342.8,DA:,6910.0,6.807
SDSS J112053.57+585013.0,DA,6625.0,7.882
SDSS J112059.69+173519.7,DA,16031.0,7.92
SDSS J112100.40+265015.1,DA,6786.0,8.087
SDSS J112100.83+403503.1,DA,,
SDSS J112102.88+590210.4,DA,9000.0,8.0
SDSS J112108.71+183227.8,DA,8825.0,8.09
SDSS J112109.44+664947.6,DA,9082.0,8.0
SDSS J112122.39+485320.8,DA,6245.0,7.903
SDSS J112125.08+115612.6,DA,18529.0,8.04
SDSS J112128.35+660346.1,DA,8996.0,8.0
SDSS J112128.80+604612.3,DA:,9823.0,8.0
SDSS J112131.31+320012.9,DA,13489.0,8.793
SDSS J112137.36+572117.5,DA,16916.0,6.642
SDSS J112139.68+552501.3,DA,,
SDSS J112143.22+321455.6,DA,7458.0,8.443
SDSS J112146.99+213812.4,DA,,
SDSS J112148.09+613103.0,DA,19819.0,7.23
SDSS J112148.80+103934.2,DAH,10435.0,8.457
SDSS J112152.75+190545.5,DA,14180.0,8.144
SDSS J112153.78+270218.3,DA,14167.0,8.332
SDSS J112155.08+461527.7,DA,7535.0,7.643
SDSS J112155.27+493347.7,DAZ:,6920.0,8.0
SDSS J112157.60+614019.1,DA,9673.0,8.824
SDSS J112157.90+145746.8,DA,8661.0,7.66
SDSS J112159.45+492040.5,DA,9651.0,7.923
SDSS J112202.12+280139.3,DA:,6384.0,8.461
SDSS J112204.95+282503.0,DA,7529.0,7.83
SDSS J112208.40+221648.9,DA:,11888.0,7.18
SDSS J112209.92+210149.6,DA,14687.0,7.83
SDSS J112210.78+104407.6,DA,7084.0,6.866
SDSS J112215.98+671145.9,DA,51724.0,7.66
SDSS J112216.04-122251.0,DAH,15259.0,8.16
SDSS J112218.62+532028.6,DA,9310.0,7.791
SDSS J112219.81+675217.4,DA,11620.0,7.084
SDSS J112220.17+314319.7,DA,8981.0,7.894
SDSS J112223.73+610718.2,DA,12950.0,6.957
SDSS J112233.16+610848.2,DA,17501.0,8.115
SDSS J112233.86+514413.4,DA+M,10555.0,6.206
SDSS J112237.75+314852.9,DA,8340.0,8.315
SDSS J112239.07+210801.9,DA,8886.0,8.211
SDSS J112241.42+194047.2,DA:,7512.0,8.326
SDSS J112241.64+023327.2,DA,7864.0,7.959
SDSS J112241.81-124645.4,DA,9031.0,8.223
SDSS J112242.85+620050.4,DA,13520.0,7.481
SDSS J112245.03+050621.9,DA,17448.0,7.839
SDSS J112245.35+503354.9,DA,7349.0,7.482
SDSS J112245.85+504146.6,DA,10664.0,7.958
SDSS J112249.84+550611.9,DA,12719.0,7.754
SDSS J112254.26+620606.7,DA,29223.0,7.947
SDSS J112255.62+203226.2,DA,9757.0,6.405
SDSS J112257.10+322327.7,DAH,13392.340089904546,8.57765568675992
SDSS J112259.65+454809.8,DA,10408.0,7.992
SDSS J112304.64+070346.1,DA,8771.0,8.143
SDSS J112304.96+142306.3,DA,6992.0,7.718
SDSS J112306.29+470541.3,DA+M,,
SDSS J112307.39+271448.1,DA,9877.0,8.43
SDSS J112309.25+173825.2,DA,23752.0,7.912
SDSS J112309.67+144616.5,DA,7563.0,8.033
SDSS J112310.06+584407.2,DA,6517.0,8.024
SDSS J112311.08+425830.5,DA,12771.0,7.693
SDSS J112318.74-030248.8,DA,13991.0,7.948
SDSS J112319.63+445045.5,DA,9480.0,8.32
SDSS J112319.93+485327.1,DA,27325.0,7.269
SDSS J112322.47+602940.6,DA,13120.0,8.877
SDSS J112326.70-025955.3,DA,24585.0,7.71
SDSS J112327.48+011943.4,DA,20675.0,7.657
SDSS J112328.49+095619.3,DAH,9523.0,8.293
SDSS J112329.26+153520.4,DA,7307.0,8.353
SDSS J112329.84+402100.0,DA,13483.0,7.94
SDSS J112331.64+181045.9,DA,,
SDSS J112334.39+471412.0,DA,14563.0,7.753
SDSS J112334.65+393856.0,DA,9027.0,7.731
SDSS J112339.68+134132.7,DA,9705.0,7.594
SDSS J112345.77+420714.0,DA,16883.0,7.483
SDSS J112346.23-072228.1,DA,14830.0,7.635
SDSS J112346.40+563526.3,DA,10334.0,7.217
SDSS J112346.64+490838.6,DA,8066.0,7.831
SDSS J112351.22+313849.0,DA:,8320.0,6.81
SDSS J112351.67+580609.1,DA:,7104.0,8.438
SDSS J112352.36+173603.8,DAZ:,7640.0,6.18
SDSS J112354.38+082650.2,DA,16022.0,8.253
SDSS J112358.97-015939.8,DA:,10363.0,7.92
SDSS J112403.93+154118.9,DA,14116.0,7.778
SDSS J112405.30+473523.2,DA,10543.0,7.366
SDSS J112405.87+195410.9,DA:,6779.0,7.74
SDSS J112408.11+150733.0,DA,7735.0,6.984
SDSS J112409.44+590935.8,DA+M,6300.0,5.0
SDSS J112410.12+133008.7,DA,8652.0,8.42
SDSS J112410.39+121139.8,DA:,9222.0,7.75
SDSS J112410.42+434320.7,DA,7201.0,8.168
SDSS J112418.45+200529.3,DA,13096.0,7.288
SDSS J112421.39+500528.7,DA:,6683.0,8.138
SDSS J112421.66+033026.2,DA,19535.0,7.265
SDSS J112428.57+364249.3,DA,14437.0,8.125
SDSS J112429.55+401303.6,DA+M,10584.0,6.857
SDSS J112435.59+595029.1,DA,17271.0,8.202
SDSS J112439.29+262422.8,DA,12695.75562241996,8.084162206614163
SDSS J112439.76+334849.3,DA,16444.0,7.94
SDSS J112441.69+173956.7,DA,16853.0,8.137
SDSS J112442.92+170514.0,DA,7812.0,8.326
SDSS J112444.49+564204.1,DAHe,7967.0,8.318
SDSS J112448.94+031700.1,DA,6804.0,7.114
SDSS J112516.49-075223.7,DA,8955.0,7.947
SDSS J112517.62-071932.3,DA,15509.0,7.243
SDSS J112518.53-020530.4,DA,12273.0,8.481
SDSS J112519.58-030335.2,DA,11131.0,7.551
SDSS J112520.19+385309.7,DA,10465.0,7.817
SDSS J112520.20+525652.4,DA,8617.0,7.775
SDSS J112521.00+563544.9,DA,32668.0,7.888
SDSS J112521.25-023433.4,DA,9491.0,7.84
SDSS J112523.65+115243.1,DA,34514.0,7.697
SDSS J112526.76+615125.3,DA,16184.0,7.865
SDSS J112527.23+605838.7,DA,,
SDSS J112531.13+570407.6,DA,15009.0,7.715
SDSS J112533.35+124733.8,DA,6955.0,7.882
SDSS J112536.82+084504.5,DA,26537.0,7.762
SDSS J112541.96-025427.7,DA,15455.0,8.198
SDSS J112543.23+230654.2,DA,30005.0,7.86
SDSS J112547.48+190606.5,DA,9792.0,7.57
SDSS J112548.85+625456.8,DA,18580.0,7.819
SDSS J112549.86-080857.3,DA,9624.0,8.994
SDSS J112552.54-070716.8,DA,14624.0,8.245
SDSS J112554.27+284055.6,DA,7543.0,8.332
SDSS J112555.60+402131.6,DA,13221.0,7.555
SDSS J112558.50+150050.1,DA,8563.0,6.836
SDSS J112600.86+543233.0,DA,10987.0,6.3420000000000005
SDSS J112601.18+592844.6,DA,6301.0,8.041
SDSS J112603.10+134219.8,DA,12122.0,7.89
SDSS J112603.21+394722.0,DA,16002.0,7.801
SDSS J112605.64+623450.9,DA,32563.0,7.82
SDSS J112606.79+620702.9,DA,11392.0,8.19
SDSS J112611.28-071234.8,DA,20880.0,7.813
SDSS J112613.88-020536.3,DA,30606.0,8.02
SDSS J112613.95+405703.1,DA+M,24163.0,7.12
SDSS J112619.90+033826.8,DA,8641.0,7.084
SDSS J112622.76+545341.6,DA,,
SDSS J112623.77+381954.9,DA,9323.0,8.047
SDSS J112623.97+531746.6,DA,7941.0,6.707999999999999
SDSS J112627.61+240903.7,DA,20141.0,7.807
SDSS J112628.25+431306.5,DA:,7715.0,7.831
SDSS J112630.09-061427.5,DA,7887.0,8.105
SDSS J112630.75+001958.9,DA,6587.0,7.976
SDSS J112631.51+384226.0,DA,18491.0,7.892
SDSS J112631.88+263504.9,DA,10314.0,7.614
SDSS J112633.59+203538.0,DA:,7816.0,8.777000000000001
SDSS J112640.12+381200.8,DA,9956.0,8.022
SDSS J112644.48+511815.2,DA,9210.0,8.302
SDSS J112647.08+134848.6,DA,17776.0,7.664
SDSS J112648.61+593900.9,DA,14399.0,7.756
SDSS J112654.23+161514.8,DA,9978.0,8.133
SDSS J112656.21+622159.2,DA,9917.0,7.896
SDSS J112658.83+631650.6,DA,29759.0,7.77
SDSS J112659.74+582500.4,DA,10195.0,7.219
SDSS J112701.79+215549.8,DA,18881.0,7.933
SDSS J112711.34+271105.1,DA,21786.0,7.993
SDSS J112712.22+172506.2,DA+M,6300.0,10.0
SDSS J112714.82+411737.6,DA,7028.0,7.975
SDSS J112717.06+075257.7,DA,8416.0,8.01
SDSS J112717.60+192217.0,DA,30058.0,7.96
SDSS J112721.95+434012.0,DA,14311.0,8.029
SDSS J112722.04-062332.1,DA,30415.0,7.92
SDSS J112726.62+050138.2,DA+M6,15782.0,7.95
SDSS J112729.51+672230.7,DA,18991.0,7.977
SDSS J112730.93+272542.8,DA:,6758.0,8.51
SDSS J112731.96-015821.6,DA,19544.0,8.233
SDSS J112732.23+524749.7,DA:,7594.0,8.252
SDSS J112733.72+661847.2,DA,16449.0,7.83
SDSS J112738.29-022836.3,DA,11829.0,8.039
SDSS J112740.89-024638.7,DA,20578.0,7.532
SDSS J112747.00+052948.3,DA,22472.0,7.912
SDSS J112754.32-033007.3,DA,15124.0,7.764
SDSS J112800.08-033103.5,DA,10544.0,7.247
SDSS J112800.58+153010.1,DA:,7001.0,8.363
SDSS J112801.59+182558.4,DA,7113.0,8.173
SDSS J112803.59+035416.0,DA,21452.0,7.727
SDSS J112807.94+383145.8,DA,10725.0,8.199
SDSS J112808.00+415012.7,DA,9117.0,8.053
SDSS J112809.69+073626.2,DA,6584.0,8.33
SDSS J112815.91-061212.3,DA+MSTAR,10509.0,9.211
SDSS J112816.16+265505.6,DA,8902.0,8.294
SDSS J112818.58+154433.5,DA,10408.0,8.69
SDSS J112822.36+380650.6,DA,14803.0,8.002
SDSS J112825.97+460839.1,DA,10360.0,8.218
SDSS J112827.71+365735.9,DA,24957.0,7.359
SDSS J112828.15-000302.9,DA,10211.0,8.59
SDSS J112829.62+231444.1,DA,23679.0,7.115
SDSS J112832.72+264900.4,DAH,16636.8009849889,7.0
SDSS J112837.86+404304.1,DA,10195.0,7.951
SDSS J112838.54+502359.1,DA,,
SDSS J112839.05+604729.6,DA,13202.0,7.815
SDSS J112840.30+401234.1,DA,15395.0,7.337
SDSS J112844.10+334244.8,DA:,9644.0,8.03
SDSS J112844.75+435950.0,DA:,6875.0,8.385
SDSS J112847.47+354908.2,DA:,9327.0,8.21
SDSS J112847.88+314025.9,DA,7395.0,8.097
SDSS J112848.58+292836.8,DA,23762.0,7.65
SDSS J112849.41+513922.6,DA,18281.0,7.39
SDSS J112851.19+484242.3,DA,9216.0,7.77
SDSS J112851.39+323841.5,DA:,6924.0,6.5
SDSS J112852.88-010540.8,DA,12824.755698516505,7.441967836577577
SDSS J112855.20+550547.9,DA,9606.0,7.768
SDSS J112859.67-030951.4,DA,13315.0,8.067
SDSS J112903.48+630229.9,DA,,
SDSS J112904.00+344259.4,DA,14883.0,8.153
SDSS J112904.58-030744.9,DA,14226.0,7.954
SDSS J112904.61+095052.9,DA,8337.0,4.8
SDSS J112905.44+092327.8,DA,18537.0,7.729
SDSS J112906.29+331431.0,DA,34706.0,7.634
SDSS J112913.47+433603.9,DA:,8726.0,8.0
SDSS J112917.38+284846.2,DA,10137.0,8.3
SDSS J112918.46+223752.1,DA,8406.0,7.312
SDSS J112920.00+182830.9,DA,7996.0,6.34
SDSS J112921.19+225218.7,DA,8630.0,8.267999999999999
SDSS J112922.11+395640.9,DA,14602.0,7.529
SDSS J112924.74+493931.9,DAH,9857.0,8.066
SDSS J112927.30+144115.8,DA,8782.0,7.79
SDSS J112927.53-081526.9,DA+M,41796.0,7.52
SDSS J112929.98+230601.7,DA,7659.0,8.079
SDSS J112930.76+170017.8,DA,17590.0,8.46
SDSS J112933.48+383404.7,DA,22581.0,8.5
SDSS J112938.72+445020.3,DA:,9011.0,8.0
SDSS J112940.83+215545.0,DA:,8991.0,7.547999999999999
SDSS J112941.57-033122.3,DA,22430.0,8.42
SDSS J112942.12+090230.9,DA,18968.0,7.533
SDSS J112942.83+374745.1,DA,13163.0,7.585
SDSS J112945.14+165702.6,DA,8835.0,7.916
SDSS J112946.78+344326.1,DA,6972.0,8.346
SDSS J112949.08+500957.3,DA,7406.0,7.285
SDSS J112953.05+222506.6,DA,66186.0,7.528
SDSS J112956.45+550029.9,DA,16465.0,7.217
SDSS J113000.23+315211.6,DA,7039.0,7.569
SDSS J113002.98+371054.5,DA,20108.0,7.318
SDSS J113003.97+102339.9,DA,25022.0,7.481
SDSS J113009.41+064614.0,DA,22273.0,8.529
SDSS J113010.08+223200.2,DA,7157.0,7.617000000000001
SDSS J113012.18+274646.4,DA,9679.0,7.89
SDSS J113012.33+602631.9,DA,10480.0,6.044
SDSS J113017.45+385550.1,DA,10209.0,6.898
SDSS J113020.38+364614.1,DA,13247.0,8.876
SDSS J113020.92-082124.5,DA,19479.0,5.654
SDSS J113021.89+663043.1,DA,10821.0,7.337
SDSS J113026.23+581707.0,DA,16138.0,8.085
SDSS J113029.09+264959.3,DA,9220.0,7.861000000000001
SDSS J113036.08+342632.8,DA,16618.0,7.816
SDSS J113038.28-021923.7,DA,18769.0,7.819
SDSS J113039.20+183427.0,DA,7065.0,8.609
SDSS J113041.71+095348.2,DA,14310.0,7.809
SDSS J113042.73+583601.4,DA,,
SDSS J113043.59-075010.1,DAH?,24343.0,8.897
SDSS J113048.38+305720.7,DAH,10766.75666024106,8.550140410833912
SDSS J113048.81+525251.0,DA,19411.0,7.445
SDSS J113053.24+275751.6,DA,26304.0,7.77
SDSS J113053.24+455523.8,DA,14039.0,7.85
SDSS J113053.86+192923.6,DA:,7294.0,6.82
SDSS J113055.05+260115.6,DAH,15493.0,7.82
SDSS J113055.73+464406.2,DA,6981.0,8.068
SDSS J113058.82+133228.8,DA,11246.0,7.699
SDSS J113105.77+351300.5,DA,,
SDSS J113106.29+425728.3,DAH?,57253.0,9.338
SDSS J113114.31+515142.2,DA,18107.0,7.833
SDSS J113114.44+355007.1,DA,16982.0,8.044
SDSS J113115.56+113230.4,DA,38469.0,7.67
SDSS J113117.50+374740.1,DA,20870.0,7.885
SDSS J113118.07+573937.3,DA,15798.0,7.54
SDSS J113119.22+182333.4,DA,8987.0,7.955
SDSS J113119.93+614639.3,DA,7002.0,8.087
SDSS J113120.36+344410.1,DA,,
SDSS J113124.52+485814.1,DA,8672.0,8.005
SDSS J113126.07+324549.6,DA:,7339.0,8.087
SDSS J113126.68-030744.6,DA,15282.0,7.468
SDSS J113128.44+180109.4,DAZ:,7074.0,5.9
SDSS J113128.79+565922.9,DA,20382.0,8.122
SDSS J113129.22-084726.6,DA,59259.0,7.11
SDSS J113133.44+272659.1,DA:,7315.0,7.13
SDSS J113134.52+571550.2,DA,7498.0,7.977
SDSS J113134.58+542519.7,DA:,7284.0,8.029
SDSS J113135.07+414314.5,DA+M4,17304.0,7.61
SDSS J113135.34+110705.6,DA,6564.0,8.0
SDSS J113135.76+592031.0,DA,9488.0,7.814
SDSS J113136.34+234912.8,DAZ,7615.0,8.511
SDSS J113136.71+242122.6,DAH,10120.0,9.82
SDSS J113138.22-024939.7,DA,9699.0,7.402
SDSS J113139.82+053957.4,DA,8921.0,7.907
SDSS J113140.61+095122.3,DA,9457.0,7.761
SDSS J113142.78+133004.3,DA:,10419.0,8.5
SDSS J113144.66+630320.0,DA,38615.0,7.77
SDSS J113149.38+575436.0,DA,14806.0,8.599
SDSS J113151.33+204735.1,DA,32376.0,7.019
SDSS J113151.72+360130.7,DA,16842.0,8.032
SDSS J113155.69-073734.2,DA,13234.0,7.88
SDSS J113156.19+534654.1,DA,10903.0,8.774
SDSS J113156.74+431652.5,DA,14680.0,8.917
SDSS J113205.62+363414.7,DA,8826.0,7.924
SDSS J113209.42-082247.7,DA,12600.0,8.109
SDSS J113211.22+280656.4,DA,19377.0,7.78
SDSS J113213.55-030256.2,DA,10414.0,8.016
SDSS J113213.74+180141.6,DA,19414.0,8.187
SDSS J113213.87+144834.4,DA,8708.0,8.24
SDSS J113214.23+614131.6,DA:,9704.0,8.0
SDSS J113215.03+013754.9,DAZ:,6447.0,5.18
SDSS J113216.52-075605.7,DA,20089.0,8.545
SDSS J113219.73-075441.9,DA,30132.0,7.267
SDSS J113223.31+053916.5,DA,14739.0,7.936
SDSS J113223.56+064008.7,DA,19466.30157768605,7.604659789232635
SDSS J113223.70+225313.2,DA+M,6300.0,10.0
SDSS J113224.85+590406.9,DA,7775.0,6.0
SDSS J113227.00+453619.1,DA,9043.0,8.166
SDSS J113228.36+284933.1,DA,8046.0,7.563
SDSS J113230.75+472101.0,DA,,
SDSS J113231.60+420712.1,DA,7758.0,7.868
SDSS J113232.76+354105.1,DA,21872.0,7.778
SDSS J113233.21+625856.9,DA,9796.0,8.114
SDSS J113233.84+232857.2,DA,7526.0,7.906
SDSS J113244.29+434044.8,DA,8100.0,7.974
SDSS J113244.43+370545.1,DA,14604.0,7.447
SDSS J113245.77+155626.7,DA,,
SDSS J113249.68-020913.7,DA,12620.0,8.634
SDSS J113250.16+312853.7,DA,9377.0,8.42
SDSS J113250.30+295949.7,DA,11181.0,7.873
SDSS J113251.95+223356.4,DA,19232.0,7.811
SDSS J113254.32+460714.3,DA,15809.0,8.078
SDSS J113255.96+310600.7,DA,15204.0,7.33
SDSS J113300.00+455142.7,DA+M,7543.0,8.064
SDSS J113300.82-014948.8,DA,8773.0,7.6
SDSS J113304.33+345633.9,DA,13040.0,7.328
SDSS J113307.61-005616.3,DAZ,8277.0,5.57
SDSS J113308.70+094906.3,DA,9729.0,9.08
SDSS J113310.59+503237.1,DA,8020.0,6.754
SDSS J113311.34+253132.7,DA,7125.0,8.246
SDSS J113312.06+233212.7,DA,9032.0,6.63
SDSS J113316.88+001955.2,DA,10454.0,8.94
SDSS J113323.55+091456.9,DA,7916.0,7.178
SDSS J113324.35+440336.9,DA,15282.0,7.957
SDSS J113326.97-062426.3,DA,,
SDSS J113327.13+285908.4,DA:,6163.0,7.943
SDSS J113327.27+174252.8,DAZ:,8590.0,7.041
SDSS J113327.58+471137.1,DA,16545.0,9.474
SDSS J113330.62+542342.9,DA,16537.0,8.082
SDSS J113332.86+251318.0,DA,7822.0,8.072
SDSS J113333.11+550911.2,DA,17903.0,8.012
SDSS J113333.57+283224.7,DAZ:,7236.0,8.122
SDSS J113336.96+020255.7,DA,,
SDSS J113337.12+274709.0,DA,16934.0,6.421
SDSS J113344.97+565329.7,DA,10341.0,7.912
SDSS J113346.02+654928.6,DA,7701.0,8.021
SDSS J113349.71+251834.8,DA,23323.0,7.68
SDSS J113359.23+092442.1,DA,7660.0,8.025
SDSS J113359.35+464941.3,DA,20254.0,8.042
SDSS J113409.06+182238.7,DA,8261.501762872143,8.715610466570052
SDSS J113412.74+475946.4,DA,17860.0,8.045
SDSS J113415.32+361323.0,DA,16945.0,8.14
SDSS J113416.09+055227.2,DA+dM6,11583.0,7.119
SDSS J113417.49+001917.3,DA,8971.0,8.32
SDSS J113423.48+570353.0,DA,10368.0,8.052
SDSS J113428.34+532037.2,DA,8777.0,8.041
SDSS J113431.17+523534.0,DA,32664.0,8.078
SDSS J113431.97-031529.0,DA,16370.0,9.227
SDSS J113433.60+201143.6,DA,9786.0,7.93
SDSS J113434.69+550915.4,DA,18911.0,7.502
SDSS J113434.71+232656.2,DAZ:,7740.0,8.752
SDSS J113435.85+073817.9,DA,6650.0,4.95
SDSS J113439.26+343314.2,DA,15797.0,7.479
SDSS J113440.84+451553.0,DA+M,,
SDSS J113442.68+534703.5,DA+M,19770.0,7.656000000000001
SDSS J113444.31+511337.3,DA,24021.0,7.554
SDSS J113451.73+004313.4,DA,10727.0,7.85
SDSS J113454.16+570700.2,DAO,58916.0,5.972
SDSS J113455.19+470248.7,DA+M,16953.0,7.7
SDSS J113458.63+085817.1,DA,7319.0,7.923
SDSS J113500.53+291206.6,DA,19650.489072676643,8.453526878482627
SDSS J113502.11+612506.2,DA,23990.0,7.45
SDSS J113502.35+090108.0,DA,9623.0,7.13
SDSS J113503.19+344610.3,DA,,
SDSS J113507.62+385451.0,DA,11990.0,8.023
SDSS J113509.15+593856.6,DA,11256.0,7.55
SDSS J113510.05+544359.6,DA,15467.0,7.889
SDSS J113511.29+641318.6,DA,8962.0,8.179
SDSS J113513.29+594531.2,DA,13467.0,7.31
SDSS J113513.99+011140.2,DA,6801.0,8.027
SDSS J113521.16-011928.7,DA,11412.0,7.48
SDSS J113527.58+151612.7,DA,8523.0,7.6
SDSS J113533.22+005951.1,DA:,8036.0,9.01
SDSS J113536.42-001252.1,DA:,7094.0,8.09
SDSS J113538.23+461136.1,DA,7973.0,7.17
SDSS J113539.80+611110.1,DA,11034.0,7.811
SDSS J113540.95+491809.9,DA,7536.0,7.128
SDSS J113542.22+584927.5,DA,8173.0,8.043
SDSS J113548.29+061759.0,DA,10520.0,7.86
SDSS J113549.32+313745.0,DAH,16424.768244940886,8.662843107886923
SDSS J113550.39-001726.2,DA,9564.0,7.08
SDSS J113600.68+001212.4,DA+M,6300.0,10.0
SDSS J113602.20+445501.7,DA,8343.0,7.84
SDSS J113602.86+415147.0,DA,17783.0,7.365
SDSS J113603.02+052821.8,DA,10630.0,8.12
SDSS J113608.52+584615.9,DA,7660.0,8.023
SDSS J113611.51+213246.4,DA,26929.0,7.337
SDSS J113612.35+321437.1,DA,7597.0,7.926
SDSS J113613.56+680641.2,DA,19133.0,7.75
SDSS J113617.34+092528.2,DA:,9862.0,8.4
SDSS J113617.94+141812.3,DA,9206.0,7.87
SDSS J113621.23+495359.2,DA,7741.0,7.997
SDSS J113627.04+220910.4,DA,41045.0,7.8
SDSS J113627.45+083837.5,DA,6544.0,8.067
SDSS J113628.97+562840.0,DA,8459.0,7.69
SDSS J113632.32+451318.1,DA,14197.0,7.836
SDSS J113632.72+313654.6,DA,15822.0,8.07
SDSS J113634.33+510140.8,DA,6801.0,8.408
SDSS J113634.50+543403.6,DA+M,8881.0,6.948
SDSS J113638.38+131249.7,DA,9241.0,8.081
SDSS J113642.27+284757.0,DA,9093.0,7.684
SDSS J113643.40+475847.4,DA,41069.0,7.832
SDSS J113647.62+473157.0,DA,9292.0,8.197
SDSS J113652.33+591459.1,DA,7352.0,7.624
SDSS J113654.53+164920.8,DA,7606.0,8.33
SDSS J113659.55+212300.1,DA,16509.0,7.823
SDSS J113701.35+192606.9,DA,9465.0,8.06
SDSS J113705.25+592309.6,DA,9184.0,8.441
SDSS J113705.46+392336.6,DA+M,14728.0,7.53
SDSS J113708.13-015923.6,DA,11704.0,7.284
SDSS J113708.70+661717.6,DA,22909.0,7.53
SDSS J113709.16+011032.8,DA,9105.0,7.985
SDSS J113713.24+512620.0,DA,12167.0,7.512
SDSS J113717.00+145103.6,DA,16295.0,8.087
SDSS J113719.05+622602.2,DA,15495.0,7.831
SDSS J113722.81+195055.9,DA,9010.0,8.17
SDSS J113723.44+123105.9,DA,,
SDSS J113724.98+105445.0,DA,15365.0,8.444
SDSS J113728.14+063748.4,DA,14639.0,7.609
SDSS J113733.36+184015.7,DA,9247.0,7.987
SDSS J113736.35+380542.0,DA,14024.0,7.214
SDSS J113736.89-052316.6,DA,18202.0,7.957
SDSS J113738.45+285259.7,DA,11417.0,7.854
SDSS J113739.44+415139.6,DA,,
SDSS J113745.42+583435.0,DA,14822.0,7.261
SDSS J113747.13+041230.7,DA,26541.0,7.94
SDSS J113748.72+613945.0,DA,11251.0,6.47
SDSS J113752.38+245148.1,DA,7269.0,7.572
SDSS J113754.37+314706.3,DA,18294.0,7.86
SDSS J113754.91+325429.8,DA,20562.0,7.841
SDSS J113755.18+573020.9,DA,8389.0,9.87
SDSS J113756.16+083818.1,DA,11598.0,8.23
SDSS J113757.63+350502.1,DA,14799.0,8.057
SDSS J113759.05+315534.6,DA,15799.0,7.73
SDSS J113759.99+301218.7,DA,7149.0,8.281
SDSS J113802.02+072453.2,DA,7385.0,6.48
SDSS J113804.16+305310.6,DA,11273.0,9.08
SDSS J113807.73+301809.4,DA,9631.0,8.053
SDSS J113811.90+263812.6,DA:,8031.0,7.051
SDSS J113813.58-024909.9,DA,6930.0,8.17
SDSS J113814.48+591722.4,DA,13041.0,7.735
SDSS J113817.42+092117.0,DA,17842.0,7.834
SDSS J113823.23+360239.7,DA,14321.0,8.402
SDSS J113824.90+295822.2,DA:,8446.0,8.39
SDSS J113825.21+273201.7,DA,8130.0,5.18
SDSS J113827.33+430908.1,DA,11632.0,7.779
SDSS J113828.04+532442.7,DA,20386.0,7.507
SDSS J113831.00+372405.7,DA,17033.0,8.311
SDSS J113831.75+671414.6,DA,10520.0,7.751
SDSS J113832.16+235359.2,DA,10872.0,8.663
SDSS J113833.13+351825.8,DA+M,17304.0,7.5
SDSS J113834.68+204101.9,DA,7623.0,7.95
SDSS J113835.25+002631.0,DA,13242.0,8.14
SDSS J113835.44+394033.5,DA,23003.0,7.737
SDSS J113836.32+475510.0,DA,48787.0,7.55
SDSS J113838.90+132342.6,DA,6685.0,8.304
SDSS J113839.21+383038.2,DA,11001.0,7.196
SDSS J113841.04+171132.7,DA,10534.0,7.83
SDSS J113845.29+191952.5,DA,16892.0,8.367
SDSS J113845.37+190557.6,DA,9679.0,6.42
SDSS J113845.88+135519.4,DA,8885.0,7.24
SDSS J113847.05+171522.8,DA,22975.0,7.855
SDSS J113849.66+020401.7,DA,6919.0,8.067
SDSS J113851.42+284833.0,DA,9391.0,8.9
SDSS J113852.62+324905.0,DA,7880.0,8.197
SDSS J113857.48+085242.2,DA,12939.0,7.968
SDSS J113859.11+515648.8,DA,14538.0,9.093
SDSS J113859.71+082305.8,DA,16201.0,7.763
SDSS J113902.25+485658.6,DAZ:,7395.0,8.162
