Lyman alpha broadened by H atoms
Potentials and dipol moments from Spielfidel 2003
priv. comm. Nicole Allard 2012
Calculated by Detlev Koester, July 11, 2018
---------------------------------------------------------------------------------------------
    5
     15.00  474    7   4000.00   6000.00   8000.00  12000.00  16000.00  20000.00  25000.00
  751.2110   -2.145700   -2.190701   -2.286900   -2.336300   -2.407600   -2.417801   -2.473900
  754.3090   -2.100201   -2.138599   -2.230700   -2.253700   -2.354500   -2.353199   -2.437300
  757.4340   -2.056499   -2.087299   -2.176100   -2.172100   -2.294100   -2.297600   -2.392799
  760.5840   -2.013100   -2.031401   -2.120300   -2.108900   -2.235199   -2.250200   -2.340700
  763.7610   -1.969700   -1.971300   -2.064600   -2.069901   -2.184700   -2.206699   -2.283600
  766.9650   -1.924200   -1.913900   -2.013000   -2.047199   -2.137699   -2.163500   -2.224701
  770.1950   -1.873100   -1.865900   -1.968201   -2.024601   -2.088501   -2.119600   -2.166599
  773.4530   -1.814499   -1.830299   -1.929100   -1.988600   -2.040199   -2.074100   -2.110701
  776.7380   -1.751600   -1.805300   -1.892099   -1.939899   -1.998800   -2.026899   -2.058100
  780.0520   -1.691700   -1.785900   -1.853701   -1.888800   -1.961901   -1.979801   -2.008900
  783.3940   -1.642900   -1.766500   -1.813900   -1.843700   -1.922600   -1.936199   -1.962999
  786.7640   -1.608101   -1.742199   -1.773500   -1.806700   -1.879700   -1.897999   -1.919800
  790.1640   -1.583700   -1.710199   -1.732700   -1.774799   -1.837601   -1.864100   -1.879101
  793.5930   -1.561001   -1.669800   -1.690500   -1.742901   -1.799000   -1.830900   -1.840599
  797.0530   -1.531401   -1.622200   -1.646700   -1.709801   -1.763300   -1.794800   -1.804199
  800.5420   -1.491301   -1.569201   -1.602301   -1.675800   -1.728701   -1.754601   -1.769400
  804.0620   -1.443199   -1.512899   -1.556601   -1.639801   -1.693300   -1.711300   -1.735500
  807.6140   -1.392601   -1.455601   -1.508101   -1.600700   -1.653299   -1.666800   -1.701401
  811.1960   -1.344700   -1.400400   -1.459200   -1.558800   -1.605900   -1.622400   -1.666201
  814.8110   -1.301001   -1.350399   -1.414000   -1.513199   -1.553801   -1.577999   -1.629000
  818.4580   -1.258900   -1.306700   -1.370300   -1.462400   -1.503201   -1.533300   -1.589001
  822.1380   -1.213100   -1.266800   -1.322500   -1.407400   -1.457600   -1.487700   -1.546200
  825.8510   -1.159500   -1.224899   -1.271299   -1.351299   -1.414900   -1.441299   -1.500801
  829.5980   -1.098499   -1.176701   -1.221901   -1.295601   -1.369699   -1.394400   -1.453400
  833.3790   -1.035299   -1.122601   -1.175900   -1.240799   -1.319300   -1.347200   -1.404600
  837.1940   -0.975201   -1.066299   -1.130501   -1.187799   -1.265400   -1.300100   -1.355301
  841.0450   -0.921101   -1.011200   -1.083500   -1.137899   -1.211700   -1.253601   -1.306200
  844.9310   -0.872200   -0.958700   -1.035601   -1.092600   -1.160700   -1.207901   -1.257700
  848.8530   -0.826799   -0.909201   -0.988600   -1.052401   -1.112999   -1.163500   -1.210300
  852.8120   -0.783800   -0.863701   -0.943001   -1.015699   -1.068001   -1.120399   -1.164101
  856.8080   -0.743500   -0.822599   -0.898800   -0.980600   -1.025600   -1.078899   -1.119400
  860.8420   -0.707001   -0.786200   -0.855999   -0.945700   -0.985701   -1.038799   -1.076200
  864.9140   -0.674299   -0.754400   -0.815201   -0.910400   -0.948299   -1.000200   -1.034700
  869.0240   -0.644100   -0.726000   -0.777500   -0.874001   -0.913000   -0.962900   -0.994900
  873.1740   -0.614201   -0.698200   -0.743700   -0.836599   -0.879299   -0.926701   -0.957001
  877.3630   -0.582399   -0.668400   -0.714199   -0.799400   -0.846901   -0.891701   -0.921101
  881.5930   -0.547300   -0.635099   -0.688000   -0.763500   -0.815399   -0.858000   -0.887501
  885.8640   -0.509399   -0.599300   -0.663401   -0.729599   -0.784901   -0.825701   -0.856100
  890.1770   -0.470900   -0.563299   -0.638201   -0.697800   -0.755501   -0.795099   -0.826900
  894.5320   -0.435200   -0.529400   -0.610701   -0.668100   -0.727600   -0.766300   -0.799801
  898.9290   -0.404900   -0.499300   -0.580299   -0.640301   -0.701799   -0.739100   -0.774401
  903.3700   -0.380400   -0.473101   -0.547199   -0.613600   -0.677999   -0.713301   -0.750401
  907.8550   -0.359200   -0.449501   -0.513000   -0.587101   -0.655899   -0.688400   -0.727301
  912.3850   -0.337000   -0.426100   -0.480000   -0.560600   -0.634600   -0.663900   -0.704800
