Lyman-alpha wing opacity induced by collisions H-H2.                            
This is based on quasi-static theory and includes Doppler broadening.           
The cross section sigma[cm^2] was given in the form: LOG_10 (sigma)
per emitter per perturber [cm^5]!
D.K. obtained from http://www.icate-conicet.gob.ar/rohrmann/tables.html         
sigma was multiplied by 88.53e-30**1215.671)**2 to transform the cross
section to a line profile, and additionally by e18 for numerical reasons.
This is reversed in the code by eta(n,l).
The normalization in profdata is like the other Balmer lines by multiplying
with perturber density/e18. D.K. fecit 20200528.
    7  number of tables
    21.00 perturber density  nH2
    8 number of temperatures 
      1000   2000   3000   4000   6000   8000  10000  15000 [K]
      ...
      lambda                   P(nH2,T)
--------------------------------------------------------------------------------
    7            / no of perturber density tables                               
  1771.81  -2.5121  -1.1388  -0.6803  -0.4508  -0.2213  -0.1064  -0.0375   0.0544
  1801.46  -2.7146  -1.2622  -0.7772  -0.5345  -0.2917  -0.1703  -0.0974  -0.0002
  1831.10  -2.8752  -1.3550  -0.8471  -0.5930  -0.3387  -0.2115  -0.1351  -0.0333
  1860.74  -3.0161  -1.4306  -0.9008  -0.6357  -0.3704  -0.2377  -0.1581  -0.0518
  1890.38  -3.1569  -1.5036  -0.9509  -0.6742  -0.3973  -0.2588  -0.1756  -0.0647
  1920.02  -3.3523  -1.6315  -1.0555  -0.7670  -0.4782  -0.3336  -0.2468  -0.1311
  1949.67  -3.4799  -1.7038  -1.1085  -0.8102  -0.5113  -0.3617  -0.2719  -0.1521
  1979.31  -3.6039  -1.7688  -1.1532  -0.8446  -0.5354  -0.3806  -0.2876  -0.1636
  2008.95  -3.7333  -1.8371  -1.2002  -0.8807  -0.5606  -0.4003  -0.3041  -0.1756
  2038.59  -3.8591  -1.9052  -1.2479  -0.9180  -0.5873  -0.4216  -0.3221  -0.1894
  2068.23  -3.9762  -1.9692  -1.2929  -0.9534  -0.6128  -0.4422  -0.3397  -0.2029
  2097.88  -4.1415  -2.0526  -1.3504  -0.9982  -0.6451  -0.4683  -0.3621  -0.2204
  2127.52  -4.3157  -2.1400  -1.4105  -1.0449  -0.6787  -0.4953  -0.3853  -0.2384
  2157.16  -4.4885  -2.2249  -1.4673  -1.0878  -0.7080  -0.5179  -0.4038  -0.2516
  2186.80  -4.6508  -2.3169  -1.5361  -1.1451  -0.7537  -0.5579  -0.4403  -0.2835
  2216.44  -4.7687  -2.3771  -1.5769  -1.1762  -0.7750  -0.5743  -0.4538  -0.2931
  2246.09  -4.8941  -2.4430  -1.6229  -1.2121  -0.8010  -0.5952  -0.4717  -0.3070
  2275.73  -5.0199  -2.5072  -1.6662  -1.2450  -0.8234  -0.6124  -0.4857  -0.3167
  2305.37  -5.2343  -2.6492  -1.7833  -1.3496  -0.9153  -0.6980  -0.5675  -0.3935
  2335.01  -5.3399  -2.7051  -1.8216  -1.3789  -0.9355  -0.7135  -0.5802  -0.4025
  2364.65  -5.4805  -2.7864  -1.8831  -1.4305  -0.9772  -0.7502  -0.6140  -0.4323
  2394.30  -5.6267  -2.8584  -1.9310  -1.4665  -1.0013  -0.7685  -0.6287  -0.4423
  2423.94  -5.7748  -2.9320  -1.9805  -1.5039  -1.0269  -0.7882  -0.6450  -0.4538
  2453.58  -5.9196  -3.0039  -2.0287  -1.5405  -1.0518  -0.8073  -0.6606  -0.4649
  2483.22  -6.0855  -3.1016  -2.1043  -1.6051  -1.1056  -0.8557  -0.7057  -0.5056
  2512.86  -6.2275  -3.1717  -2.1510  -1.6403  -1.1294  -0.8738  -0.7204  -0.5158
  2542.51  -6.3683  -3.2426  -2.1992  -1.6772  -1.1551  -0.8939  -0.7372  -0.5282
  2572.15  -6.5079  -3.3130  -2.2470  -1.7139  -1.1806  -0.9139  -0.7538  -0.5404
  2601.79  -6.6477  -3.3836  -2.2950  -1.7506  -1.2061  -0.9338  -0.7705  -0.5526
  2631.43  -6.8572  -3.5312  -2.4219  -1.8671  -1.3122  -1.0347  -0.8682  -0.6462
  2661.07  -6.9710  -3.5905  -2.4628  -1.8989  -1.3348  -1.0528  -0.8835  -0.6578
  2690.72  -7.0532  -3.6218  -2.4770  -1.9044  -1.3318  -1.0454  -0.8735  -0.6444
  2720.36  -7.1972  -3.7100  -2.5465  -1.9646  -1.3825  -1.0913  -0.9167  -0.6837
  2750.00  -7.3078  -3.7684  -2.5872  -1.9964  -1.4054  -1.1098  -0.9324  -0.6959
  2847.14  -7.7165  -3.9835  -2.7379  -2.1149  -1.4918  -1.1801  -0.9931  -0.7438
  2944.29  -8.1580  -4.2266  -2.9149  -2.2588  -1.6026  -1.2745  -1.0776  -0.8150
  3041.43  -8.5744  -4.4474  -3.0701  -2.3812  -1.6920  -1.3474  -1.1406  -0.8649
  3138.57  -9.0127  -4.6951  -3.2533  -2.5319  -1.8103  -1.4494  -1.2328  -0.9440
  3235.71  -9.4788  -4.9849  -3.4821  -2.7299  -1.9772  -1.6006  -1.3746  -1.0733
  3332.86  -9.8576  -5.1861  -3.6222  -2.8391  -2.0555  -1.6634  -1.4281  -1.1143
  3430.00 -10.2450  -5.3984  -3.7718  -2.9568  -2.1408  -1.7324  -1.4873  -1.1604
  3527.14 -10.6240  -5.6124  -3.9231  -3.0757  -2.2266  -1.8015  -1.5463  -1.2058
  3624.29 -10.9934  -5.8328  -4.0806  -3.1996  -2.3158  -1.8729  -1.6069  -1.2519
  3721.43 -11.3417  -6.0622  -4.2490  -3.3335  -2.4130  -1.9510  -1.6732  -1.3024
  3818.57 -11.5275  -6.2095  -4.3643  -3.4264  -2.4789  -2.0018  -1.7146  -1.3305
  3915.71 -11.8512  -6.3962  -4.4987  -3.5309  -2.5506  -2.0559  -1.7578  -1.3588
  4012.86 -12.2352  -6.6175  -4.6574  -3.6557  -2.6395  -2.1261  -1.8165  -1.4019
  4110.00 -12.5794  -6.8432  -4.8258  -3.7899  -2.7362  -2.2030  -1.8813  -1.4502
  4207.14 -12.8942  -7.0636  -5.0044  -3.9395  -2.8502  -2.2968  -1.9622  -1.5133
  4304.29 -13.1869  -7.2710  -5.1834  -4.0952  -2.9720  -2.3972  -2.0482  -1.5785
  4401.43 -13.4627  -7.4545  -5.3430  -4.2373  -3.0866  -2.4930  -2.1311  -1.6419
  4498.57 -13.7236  -7.6057  -5.4498  -4.3151  -3.1278  -2.5124  -2.1363  -1.6268
  4595.71 -13.9743  -7.7773  -5.6217  -4.4974  -3.3123  -2.6697  -2.2524  -1.6404
  4692.86 -14.2142  -7.9289  -5.7549  -4.6241  -3.4447  -2.8302  -2.4495  -1.9095
  4790.00 -14.4417  -8.0684  -5.8744  -4.7360  -3.5472  -2.9256  -2.5416  -2.0142
  4887.14 -14.6604  -8.2017  -5.9881  -4.8418  -3.6410  -3.0064  -2.6101  -2.0589
  4984.29 -14.8700  -8.3261  -6.0918  -4.9386  -3.7363  -3.1019  -2.7042  -2.1460
  5081.43 -15.0710  -8.4431  -6.1871  -5.0248  -3.8166  -3.1814  -2.7832  -2.2224
  5178.57 -15.2664  -8.5557  -6.2716  -5.0886  -3.8517  -3.2015  -2.7955  -2.2265
  5275.71 -15.3490  -8.5630  -6.2739  -5.0989  -3.8758  -3.2345  -2.8354  -2.2788
  5372.86 -15.6344  -8.7685  -6.4559  -5.2676  -4.0233  -3.3662  -2.9558  -2.3812
  5470.00 -15.7642  -8.7689  -6.4243  -5.2316  -3.9967  -3.3489  -2.9449  -2.3791
  5567.14 -16.0589  -8.9271  -6.5399  -5.3288  -4.0774  -3.4219  -3.0137  -2.4456
  5664.29 -16.3469  -9.0815  -6.6518  -5.4215  -4.1530  -3.4886  -3.0746  -2.4974
  5761.43 -16.6226  -9.2293  -6.7585  -5.5096  -4.2245  -3.5518  -3.1323  -2.5466
  5858.57 -16.8914  -9.3734  -6.8627  -5.5960  -4.2959  -3.6159  -3.1914  -2.5974
  5955.71 -17.1497  -9.5121  -6.9636  -5.6825  -4.3795  -3.7062  -3.2888  -2.7063
  6052.86 -17.4010  -9.6469  -7.0600  -5.7606  -4.4406  -3.7595  -3.3381  -2.7541
  6150.00 -17.6437  -9.7771  -7.1532  -5.8359  -4.4992  -3.8101  -3.3838  -2.7923
  6746.25 -18.9888 -10.5006  -7.6702  -6.2511  -4.8120  -4.0666  -3.6012  -2.9471
  7342.50 -20.1855 -11.2256  -8.2389  -6.7442  -5.2390  -4.4674  -3.9870  -3.3072
  7938.75 -21.0500 -11.6900  -8.5700  -7.0097  -5.4466  -4.6591  -4.1801  -3.5225
  8535.00 -21.7971 -12.0926  -8.8577  -7.2401  -5.6199  -4.8040  -4.3079  -3.6265
  9131.25 -22.5939 -12.4267  -9.0377  -7.3430  -5.6474  -4.7974  -4.2847  -3.5922
  9727.50 -23.4754 -12.8978  -9.3719  -7.6088  -5.8444  -4.9592  -4.4247  -3.7008
 10323.75 -24.4093 -13.4688  -9.8219  -7.9982  -6.1721  -5.2539  -4.6971  -3.9368
 10920.00 -25.0065 -13.7892 -10.0500  -8.1802  -6.3077  -5.3656  -4.7941  -4.0141
 11516.25 -25.5426 -14.0774 -10.2557  -8.3448  -6.4332  -5.4759  -4.8998  -4.1259
 12112.50 -26.0292 -14.3397 -10.4432  -8.4949  -6.5456  -5.5689  -4.9805  -4.1885
 12708.75 -26.4691 -14.5773 -10.6134  -8.6313  -6.6479  -5.6534  -5.0537  -4.2444
 13305.00 -26.8725 -14.7957 -10.7701  -8.7572  -6.7424  -5.7314  -5.1208  -4.2947
